season,player-total-points_player_name,player-total-points_match_played,player-total-points_position_name,player-total-points_team_name,player-total-points_team_full_name,player-super-tackles_rank,player-raid-points_rank,player-super-raids_rank,high-5s_rank,player-tackle-points_rank,player-avg-tackle-points_rank,player-dod-raid-points_rank,player-total-points_rank,player-successful-tackles_rank,player-successful-raids_rank,super-10s_rank,player-super-tackles_value,player-raid-points_value,player-super-raids_value,high-5s_value,player-tackle-points_value,player-avg-tackle-points_value,player-dod-raid-points_value,player-total-points_value,player-successful-tackles_value,player-successful-raids_value,super-10s_value,player-super-tackles_points_per_match,player-raid-points_points_per_match,player-super-raids_points_per_match,high-5s_points_per_match,player-tackle-points_points_per_match,player-avg-tackle-points_points_per_match,player-dod-raid-points_points_per_match,player-total-points_points_per_match,player-successful-tackles_points_per_match,player-successful-raids_points_per_match,super-10s_points_per_match,player-super-tackles_team_id,player-raid-points_team_id,player-super-raids_team_id,high-5s_team_id,player-tackle-points_team_id,player-avg-tackle-points_team_id,player-dod-raid-points_team_id,player-total-points_team_id,player-successful-tackles_team_id,player-successful-raids_team_id,super-10s_team_id,player-super-tackles_position_id,player-raid-points_position_id,player-super-raids_position_id,high-5s_position_id,player-tackle-points_position_id,player-avg-tackle-points_position_id,player-dod-raid-points_position_id,player-total-points_position_id,player-successful-tackles_position_id,player-successful-raids_position_id,super-10s_position_id
5,Surjeet Singh,17,Raider,HAR,Haryana Steelers,,32,46,,109,129,60,41,103,32,27,,59,1,,4,0.24,4,63,4,47,1,,3.4705882352941178,0.058823529,,0.2352941176470588,0.014117647,0.2352941176470588,3.7058823529411766,0.2352941176470588,2.764705882352941,0.058823529,,28,28,,28,28,28,28,28,28,28,,8,8,,8,8,8,8,8,8,8
5,Vikash Jaglan,13,Raider,PAT,Patna Pirates,,68,38,,118,130,85,117,114,66,,,10,1,,3,0.23,1,13,3,8,,,0.7692307692307693,0.076923077,,0.2307692307692307,0.017692308,0.076923077,1,0.2307692307692307,0.6153846153846154,,,6,6,,6,6,6,6,6,6,,,8,8,,8,8,8,8,8,8,
5,Vishal Mane,26,Defender,PAT,Patna Pirates,32,,,40,20,40,,66,20,,,3,,,1,39,1.5,,39,36,,,0.1153846153846153,,,0.038461538,1.5,0.057692308,,1.5,1.3846153846153846,,,6,,,6,6,6,,6,6,,,9,,,9,9,9,,9,9,,
5,Wazir Singh,21,Raider,HAR,Haryana Steelers,44,15,18,,62,89,16,15,64,13,14,2,107,3,,13,0.62,27,120,11,86,3,0.095238095,5.095238095238095,0.1428571428571428,,0.6190476190476191,0.02952381,1.2857142857142858,5.714285714285714,0.5238095238095238,4.095238095238095,0.1428571428571428,28,28,28,,28,28,28,28,28,28,28,8,8,8,,8,8,8,8,8,8,8
5,Sunil Jaipal,13,Raider,BLR,Bengaluru Bulls,20,58,,,55,58,65,78,61,57,,3,16,,,15,1.15,2,31,12,13,,0.2307692307692307,1.2307692307692308,,,1.1538461538461535,0.088461538,0.1538461538461538,2.3846153846153846,0.9230769230769232,1,,1,1,,,1,1,1,1,1,1,,8,8,,,8,8,8,8,8,8,
5,Sandeep Narwal,21,All Rounder,PUN,Puneri Paltan,26,45,47,29,12,12,67,24,13,40,,3,33,1,1,52,2.48,2,85,49,29,,0.1428571428571428,1.5714285714285714,0.047619048,0.047619048,2.4761904761904763,0.1180952380952381,0.095238095,4.0476190476190474,2.3333333333333335,1.380952380952381,,7,7,7,7,7,7,7,7,7,7,,0,0,0,0,0,0,0,0,0,0,
5,Maninder Singh,21,Raider,KOL,Bengal Warriors,,5,5,,121,147,20,6,116,6,5,,190,6,,2,0.1,22,192,2,154,9,,9.047619047619047,0.2857142857142857,,0.095238095,0.004761905,1.0476190476190477,9.142857142857142,0.095238095,7.333333333333333,0.4285714285714285,,4,4,,4,4,4,4,4,4,4,,8,8,,8,8,8,8,8,8,8
5,Surender Nada,21,Defender,HAR,Haryana Steelers,4,97,,1,1,1,,26,1,94,,6,3,,9,80,3.81,,83,74,2,,0.2857142857142857,0.1428571428571428,,0.4285714285714285,3.8095238095238098,0.1814285714285714,,3.952380952380953,3.5238095238095237,0.095238095,,28,28,,28,28,28,,28,28,28,,9,9,,9,9,9,,9,9,9,
5,Parmod Narwal,6,All Rounder,HAR,Haryana Steelers,,,,,126,119,,163,121,,,,,,,2,0.33,,2,2,,,,,,,0.3333333333333333,0.055,,0.3333333333333333,0.3333333333333333,,,,,,,28,28,,28,28,,,,,,,0,0,,0,0,,
5,Prashanth Kumar Rai,16,Raider,HAR,Haryana Steelers,62,24,16,,123,143,32,27,149,24,15,1,78,3,,2,0.13,13,80,1,62,3,0.0625,4.875,0.1875,,0.125,0.008125,0.8125,5,0.0625,3.875,0.1875,28,28,28,,28,28,28,28,28,28,28,8,8,8,,8,8,8,8,8,8,8
5,Pawan Kadian,21,Raider,JAI,Jaipur Pink Panthers,,12,20,,,,14,13,,12,12,,122,2,,,,27,122,,95,3,,5.809523809523809,0.095238095,,,,1.2857142857142858,5.809523809523809,,4.523809523809524,0.1428571428571428,,3,3,,,,3,3,,3,3,,8,8,,,,8,8,,8,8
5,Ravinder Pahal,19,Defender,BLR,Bengaluru Bulls,33,103,,15,13,7,,49,12,96,,3,2,,3,52,2.74,,54,49,1,,0.1578947368421052,0.1052631578947368,,0.1578947368421052,2.736842105263158,0.1442105263157894,,2.8421052631578947,2.5789473684210527,0.052631579,,1,1,,1,1,1,,1,1,1,,9,9,,9,9,9,,9,9,9,
5,Rakesh Singh Kumar,19,Defender,HAR,Haryana Steelers,60,,,34,39,50,,94,38,,,1,,,1,24,1.26,,24,23,,,0.052631579,,,0.052631579,1.263157894736842,0.066315789,,1.263157894736842,1.2105263157894737,,,28,,,28,28,28,,28,28,,,9,,,9,9,9,,9,9,,
5,Ran Singh,23,All Rounder,KOL,Bengal Warriors,30,64,,16,14,18,,39,14,64,,3,12,,2,52,2.26,,64,49,10,,0.1304347826086956,0.5217391304347826,,0.086956522,2.260869565217391,0.09826087,,2.782608695652174,2.130434782608696,0.4347826086956521,,4,4,,4,4,4,,4,4,4,,0,0,,0,0,0,,0,0,0,
5,Girish Maruti Ernak,21,Defender,PUN,Puneri Paltan,19,81,41,5,6,5,84,35,6,103,,3,5,1,5,64,3.05,1,69,61,1,,0.1428571428571428,0.238095238,0.047619048,0.238095238,3.047619047619047,0.1452380952380952,0.047619048,3.2857142857142856,2.9047619047619047,0.047619048,,7,7,7,7,7,7,7,7,7,7,,9,9,9,9,9,9,9,9,9,9,
5,D. SURESH KUMAR,5,Defender,MUM,U Mumba,40,,,,83,34,,131,88,,,2,,,,8,1.6,,8,6,,,0.4,,,,1.6,0.32,,1.6,1.2,,,5,,,,5,5,,5,5,,,9,,,,9,9,,9,9,,
5,Mahendra Rajput,17,Raider,GUJ,Gujarat Giants,,34,14,,96,125,30,42,90,34,,,57,3,,5,0.29,15,62,5,43,,,3.3529411764705883,0.1764705882352941,,0.2941176470588235,0.017058824,0.8823529411764706,3.647058823529412,0.2941176470588235,2.5294117647058822,,,31,31,,31,31,31,31,31,31,,,8,8,,8,8,8,8,8,8,
5,Bajirao Hodage,12,Defender,DEL,Dabang Delhi K.C.,,,,,70,73,,123,63,,,,,,,11,0.92,,11,11,,,,,,,0.9166666666666666,0.076666667,,0.9166666666666666,0.9166666666666666,,,,,,,2,2,,2,2,,,,,,,9,9,,9,9,,
5,Sachin Shingade,26,Defender,PAT,Patna Pirates,65,,,,43,74,,98,41,,,1,,,,22,0.85,,22,21,,,0.038461538,,,,0.8461538461538461,0.032692308,,0.8461538461538461,0.8076923076923077,,,6,,,,6,6,,6,6,,,9,,,,9,9,,9,9,,
5,Preetam Chhillar,16,All Rounder,BLR,Bengaluru Bulls,,94,36,,104,127,,136,97,106,,,3,1,,4,0.25,,7,4,1,,,0.1875,0.0625,,0.25,0.015625,,0.4375,0.25,0.0625,,,1,1,,1,1,,1,1,1,,,0,0,,0,0,,0,0,0,
5,Swapnil Shinde,13,Defender,DEL,Dabang Delhi K.C.,,,,,63,69,,114,57,,,,,,,13,1,,13,13,,,,,,,1,0.076923077,,1,1,,,,,,,2,2,,2,2,,,,,,,9,9,,9,9,,
5,Vinoth Kumar,4,Raider,HYD,Telugu Titans,,78,,,,,66,140,,76,,,6,,,,,2,6,,5,,,1.5,,,,,0.5,1.5,,1.25,,,8,,,,,8,8,,8,,,8,,,,,8,8,,8,
5,Suresu Kumar,3,Raider,DEL,Dabang Delhi K.C.,,107,,,,,,164,,89,,,2,,,,,,2,,2,,,0.6666666666666666,,,,,,0.6666666666666666,,0.6666666666666666,,,2,,,,,,2,,2,,,8,,,,,,8,,8,
5,Deepak Kumar Dahiya,16,Raider,HAR,Haryana Steelers,,25,13,,130,142,5,29,128,25,31,,76,3,,2,0.13,38,78,2,61,1,,4.75,0.1875,,0.125,0.008125,2.375,4.875,0.125,3.8125,0.0625,,28,28,,28,28,28,28,28,28,28,,8,8,,8,8,8,8,8,8,8
5,Vijin Thangadurai,12,Defender,CHE,Tamil Thalaivas,73,,,,107,121,,148,106,,,1,,,,4,0.33,,4,3,,,0.083333333,,,,0.3333333333333333,0.0275,,0.3333333333333333,0.25,,,29,,,,29,29,,29,29,,,9,,,,9,9,,9,9,,
5,C. Arun,20,Defender,CHE,Tamil Thalaivas,10,120,,24,25,30,,69,26,,,5,1,,1,35,1.75,,36,30,,,0.25,0.05,,0.05,1.75,0.0875,,1.8,1.5,,,29,29,,29,29,29,,29,29,,,9,9,,9,9,9,,9,9,,
5,Joginder Narwal,8,Defender,MUM,U Mumba,,,,,73,60,,128,72,,,,,,,9,1.13,,9,9,,,,,,,1.125,0.14125,,1.125,1.125,,,,,,,5,5,,5,5,,,,,,,9,9,,9,9,,
5,Ashish Chhokar,5,Raider,HAR,Haryana Steelers,,70,43,,114,91,80,121,112,72,,,9,1,,3,0.6,1,12,3,6,,,1.8,0.2,,0.6,0.12,0.2,2.4,0.6,1.2,,,28,28,,28,28,28,28,28,28,,,8,8,,8,8,8,8,8,8,
5,Pardeep Narwal,26,Raider,PAT,Patna Pirates,,1,1,,,,13,1,,1,1,,369,18,,,,29,369,,271,19,,14.192307692307692,0.6923076923076923,,,,1.1153846153846154,14.192307692307692,,10.423076923076923,0.7307692307692307,,6,6,,,,6,6,,6,6,,8,8,,,,8,8,,8,8
5,Ashish Sangwan,20,Defender,BLR,Bengaluru Bulls,70,54,,25,56,81,58,76,56,52,,1,17,,1,15,0.75,4,32,14,16,,0.05,0.85,,0.05,0.75,0.0375,0.2,1.6,0.7,0.8,,1,1,,1,1,1,1,1,1,1,,9,9,,9,9,9,9,9,9,9,
5,Rakesh Narwal,6,Raider,GUJ,Gujarat Giants,,55,53,,149,137,72,105,147,53,,,17,1,,1,0.17,1,18,1,15,,,2.8333333333333335,0.1666666666666666,,0.1666666666666666,0.028333333,0.1666666666666666,3,0.1666666666666666,2.5,,,31,31,,31,31,31,31,31,31,,,8,8,,8,8,8,8,8,8,
5,Sunil,18,Defender,DEL,Dabang Delhi K.C.,58,,,,35,43,,89,33,,,1,,,,25,1.39,,25,24,,,0.055555556,,,,1.3888888888888888,0.077222222,,1.3888888888888888,1.3333333333333333,,,2,,,,2,2,,2,2,,,9,,,,9,9,,9,9,,
5,Deepak Narwal,16,Raider,KOL,Bengal Warriors,,23,50,,134,141,18,23,131,21,11,,85,1,,2,0.13,25,87,2,71,4,,5.3125,0.0625,,0.125,0.008125,1.5625,5.4375,0.125,4.4375,0.25,,4,4,,4,4,4,4,4,4,4,,8,8,,8,8,8,8,8,8,8
5,Amit Hooda,22,Defender,CHE,Tamil Thalaivas,5,,,17,7,6,,43,8,,,6,,,2,61,2.77,,61,55,,,0.2727272727272727,,,0.090909091,2.772727272727273,0.1259090909090909,,2.772727272727273,2.5,,,29,,,29,29,29,,29,29,,,9,,,9,9,9,,9,9,,
5,Vinod Kumar,4,Defender,HYD,Telugu Titans,,,,,127,99,,166,122,,,,,,,2,0.5,,2,2,,,,,,,0.5,0.125,,0.5,0.5,,,,,,,8,8,,8,8,,,,,,,9,9,,9,9,,
5,Rohit Kumar Choudary,11,Raider,PUN,Puneri Paltan,,63,,,,,77,118,,63,,,13,,,,,1,13,,10,,,1.181818181818182,,,,,0.090909091,1.181818181818182,,0.9090909090909092,,,7,,,,,7,7,,7,,,8,,,,,8,8,,8,
5,Sachin Kumar,9,Defender,BLR,Bengaluru Bulls,,114,,35,91,85,,137,84,,,,1,,1,6,0.67,,7,6,,,,0.1111111111111111,,0.1111111111111111,0.6666666666666666,0.074444444,,0.7777777777777778,0.6666666666666666,,,,1,,1,1,1,,1,1,,,,9,,9,9,9,,9,9,,
5,K. Prapanjan,22,Raider,CHE,Tamil Thalaivas,,11,30,,136,149,7,12,136,11,17,,123,2,,1,0.05,36,124,1,104,3,,5.590909090909091,0.090909091,,0.045454545,0.002272727,1.6363636363636365,5.636363636363637,0.045454545,4.7272727272727275,0.1363636363636363,,29,29,,29,29,29,29,29,29,29,,8,8,,8,8,8,8,8,8,8
5,Manoj Dhull,9,Defender,JAI,Jaipur Pink Panthers,,,,,93,82,,141,87,,,,,,,6,0.67,,6,6,,,,,,,0.6666666666666666,0.074444444,,0.6666666666666666,0.6666666666666666,,,,,,,3,3,,3,3,,,,,,,9,9,,9,9,,
5,Surender Singh,18,Raider,U.P.,U.P. Yoddhas,,27,29,,133,146,25,34,132,31,24,,68,2,,2,0.11,19,70,2,47,2,,3.7777777777777777,0.1111111111111111,,0.1111111111111111,0.006111111,1.0555555555555556,3.888888888888889,0.1111111111111111,2.611111111111111,0.1111111111111111,,30,30,,30,30,30,30,30,30,30,,8,8,,8,8,8,8,8,8,8
5,Ravi Kumar,23,Defender,PUN,Puneri Paltan,35,,,,30,48,,81,30,,,2,,,,30,1.3,,30,28,,,0.086956522,,,,1.3043478260869563,0.056521739,,1.3043478260869563,1.2173913043478262,,,7,,,,7,7,,7,7,,,9,,,,9,9,,9,9,,
5,Tushar Patil,17,Raider,JAI,Jaipur Pink Panthers,,30,12,,111,136,35,36,105,29,,,64,3,,3,0.18,13,67,3,49,,,3.764705882352941,0.1764705882352941,,0.1764705882352941,0.010588235,0.7647058823529411,3.941176470588235,0.1764705882352941,2.8823529411764706,,,3,3,,3,3,3,3,3,3,,,8,8,,8,8,8,8,8,8,
5,Hadi Oshtorak,16,All Rounder,MUM,U Mumba,31,,,,49,54,,104,49,,,3,,,,20,1.25,,20,17,,,0.1875,,,,1.25,0.078125,,1.25,1.0625,,,5,,,,5,5,,5,5,,,0,,,,0,0,,0,0,,
5,Meraj Sheykh,20,All Rounder,DEL,Dabang Delhi K.C.,,17,10,,84,110,10,17,80,19,18,,96,3,,8,0.4,31,104,8,76,2,,4.8,0.15,,0.4,0.02,1.55,5.2,0.4,3.8,0.1,,2,2,,2,2,2,2,2,2,2,,0,0,,0,0,0,0,0,0,0
5,Kuldeep Singh,20,All Rounder,MUM,U Mumba,3,57,44,33,28,37,,56,32,67,,6,16,1,1,31,1.55,,47,25,7,,0.3,0.8,0.05,0.05,1.55,0.0775,,2.35,1.25,0.35,,5,5,5,5,5,5,,5,5,5,,0,0,0,0,0,0,,0,0,0,
5,Fazel Atrachali,24,Defender,GUJ,Gujarat Giants,28,,,6,9,15,,48,10,,,3,,,4,57,2.38,,57,54,,,0.125,,,0.1666666666666666,2.375,0.099166667,,2.375,2.25,,,31,,,31,31,31,,31,31,,,9,,,9,9,9,,9,9,,
5,Rohit Baliyan,17,Raider,DEL,Dabang Delhi K.C.,,29,40,,78,98,45,31,73,27,28,,65,1,,9,0.53,8,74,9,55,1,,3.823529411764706,0.058823529,,0.5294117647058824,0.031176471,0.4705882352941176,4.352941176470588,0.5294117647058824,3.235294117647059,0.058823529,,2,2,,2,2,2,2,2,2,2,,8,8,,8,8,8,8,8,8,8
5,Selvamani K,3,Raider,JAI,Jaipur Pink Panthers,,88,,,,,,150,,84,,,4,,,,,,4,,3,,,1.3333333333333333,,,,,,1.3333333333333333,,1,,,3,,,,,,3,,3,,,8,,,,,,8,,8,
5,David Mosambayi,2,All Rounder,HAR,Haryana Steelers,,105,,,,,,170,,100,,,2,,,,,,2,,1,,,1,,,,,,1,,0.5,,,28,,,,,,28,,28,,,0,,,,,,0,,0,
5,Vineet Sharma,18,Raider,CHE,Tamil Thalaivas,74,59,,,59,79,61,80,59,55,,1,16,,,14,0.78,3,30,13,15,,0.055555556,0.8888888888888888,,,0.7777777777777778,0.043333333,0.1666666666666666,1.6666666666666667,0.7222222222222222,0.8333333333333334,,29,29,,,29,29,29,29,29,29,,8,8,,,8,8,8,8,8,8,
5,Umesh Mhatre,5,Raider,PUN,Puneri Paltan,,113,,,,,81,173,,101,,,1,,,,,1,1,,1,,,0.2,,,,,0.2,0.2,,0.2,,,7,,,,,7,7,,7,,,8,,,,,8,8,,8,
5,Deepak Kumar,6,All Rounder,HAR,Haryana Steelers,52,96,,,106,84,82,135,111,82,,1,3,,,4,0.67,1,7,3,3,,0.1666666666666666,0.5,,,0.6666666666666666,0.1116666666666666,0.1666666666666666,1.1666666666666667,0.5,0.5,,28,28,,,28,28,28,28,28,28,,0,0,,,0,0,0,0,0,0,
5,Shashank Wankhede,3,Defender,KOL,Bengal Warriors,,,,,135,83,,161,134,,,,,,,2,0.67,,2,2,,,,,,,0.6666666666666666,0.2233333333333333,,0.6666666666666666,0.6666666666666666,,,,,,,4,4,,4,4,,,,,,,9,9,,9,9,,
5,Rahul Kumar,10,Defender,KOL,Bengal Warriors,,,,,94,92,,142,85,,,,,,,6,0.6,,6,6,,,,,,,0.6,0.06,,0.6,0.6,,,,,,,4,4,,4,4,,,,,,,9,9,,9,9,,
5,Ravinder Kumar,1,Defender,JAI,Jaipur Pink Panthers,,,,,146,65,,174,146,,,,,,,1,1,,1,1,,,,,,,1,1,,1,1,,,,,,,3,3,,3,3,,,,,,,9,9,,9,9,,
5,Nilesh Salunke,21,Raider,HYD,Telugu Titans,38,16,19,,86,117,21,16,95,17,13,2,98,2,,7,0.33,22,105,5,78,3,0.095238095,4.666666666666667,0.095238095,,0.3333333333333333,0.015714286,1.0476190476190477,5,0.238095238,3.7142857142857144,0.1428571428571428,8,8,8,,8,8,8,8,8,8,8,8,8,8,,8,8,8,8,8,8,8
5,Abolfazel Maghsodlo,19,Raider,DEL,Dabang Delhi K.C.,85,18,,,92,123,17,19,92,18,,1,91,,,6,0.32,26,97,5,77,,0.052631579,4.7894736842105265,,,0.3157894736842105,0.016842105,1.368421052631579,5.105263157894737,0.2631578947368421,4.052631578947368,,2,2,,,2,2,2,2,2,2,,8,8,,,8,8,8,8,8,8,
5,Hadi Tajik,9,Defender,U.P.,U.P. Yoddhas,,87,,,100,96,86,126,93,93,,,4,,,5,0.56,1,9,5,2,,,0.4444444444444444,,,0.5555555555555556,0.062222222,0.1111111111111111,1,0.5555555555555556,0.2222222222222222,,,30,,,30,30,30,30,30,30,,,9,,,9,9,9,9,9,9,
5,Anil Kumar,5,Defender,CHE,Tamil Thalaivas,,,,,137,133,,178,137,,,,,,,1,0.2,,1,1,,,,,,,0.2,0.04,,0.2,0.2,,,,,,,29,29,,29,29,,,,,,,9,9,,9,9,,
5,Virender Singh,3,Raider,KOL,Bengal Warriors,,74,37,,,,56,129,,87,,,8,1,,,,5,8,,3,,,2.6666666666666665,0.3333333333333333,,,,1.6666666666666667,2.6666666666666665,,1,,,4,4,,,,4,4,,4,,,8,8,,,,8,8,,8,
5,Pawan Sehrawat,9,Raider,GUJ,Gujarat Giants,,71,,,145,144,62,125,145,75,,,9,,,1,0.11,3,10,1,5,,,1,,,0.1111111111111111,0.012222222,0.3333333333333333,1.1111111111111112,0.1111111111111111,0.5555555555555556,,,31,,,31,31,31,31,31,31,,,8,,,8,8,8,8,8,8,
5,Nitin Tomar,20,Raider,U.P.,U.P. Yoddhas,84,8,4,,72,102,19,8,71,7,9,1,167,7,,10,0.5,23,177,9,135,7,0.05,8.35,0.35,,0.5,0.025,1.15,8.85,0.45,6.75,0.35,30,30,30,,30,30,30,30,30,30,30,8,8,8,,8,8,8,8,8,8,8
5,Surjeet Singh,24,Defender,KOL,Bengal Warriors,15,92,,2,2,3,,28,2,88,,4,3,,9,76,3.17,,79,72,3,,0.1666666666666666,0.125,,0.375,3.1666666666666665,0.1320833333333333,,3.2916666666666665,3,0.125,,4,4,,4,4,4,,4,4,4,,9,9,,9,9,9,,9,9,9,
5,Darshan Kadian,16,Raider,MUM,U Mumba,22,42,35,,87,103,38,63,100,44,,3,33,1,,7,0.44,10,40,4,24,,0.1875,2.0625,0.0625,,0.4375,0.0275,0.625,2.5,0.25,1.5,,5,5,5,,5,5,5,5,5,5,,8,8,8,,8,8,8,8,8,8,
5,Rohit Kumar,22,Raider,BLR,Bengaluru Bulls,86,2,33,,66,97,8,2,65,2,2,1,219,1,,12,0.55,36,231,11,192,12,0.045454545,9.954545454545457,0.045454545,,0.5454545454545454,0.025,1.6363636363636365,10.5,0.5,8.727272727272727,0.5454545454545454,1,1,1,,1,1,1,1,1,1,1,8,8,8,,8,8,8,8,8,8,8
5,Sagar Krishna,17,All Rounder,U.P.,U.P. Yoddhas,24,116,,14,27,26,,73,28,105,,3,1,,3,32,1.88,,33,29,1,,0.1764705882352941,0.058823529,,0.1764705882352941,1.8823529411764703,0.1105882352941176,,1.9411764705882353,1.7058823529411764,0.058823529,,30,30,,30,30,30,,30,30,30,,0,0,,0,0,0,,0,0,0,
5,Parvesh Bhainswal,24,Defender,GUJ,Gujarat Giants,12,,,19,15,22,,53,17,,,4,,,2,48,2,,48,44,,,0.1666666666666666,,,0.083333333,2,0.083333333,,2,1.8333333333333333,,,31,,,31,31,31,,31,31,,,9,,,9,9,9,,9,9,,
5,Sanket Chavan,7,Defender,CHE,Tamil Thalaivas,,,,,108,95,,151,101,,,,,,,4,0.57,,4,4,,,,,,,0.5714285714285714,0.081428571,,0.5714285714285714,0.5714285714285714,,,,,,,29,29,,29,29,,,,,,,9,9,,9,9,,
5,Akshay Jadhav,10,Raider,PUN,Puneri Paltan,37,69,,31,65,57,59,102,70,65,,2,9,,1,12,1.2,4,21,10,9,,0.2,0.9,,0.1,1.2,0.12,0.4,2.1,1,0.9,,7,7,,7,7,7,7,7,7,7,,8,8,,8,8,8,8,8,8,8,
5,Vikash Kandola,9,Raider,HAR,Haryana Steelers,,33,34,,,,29,47,,33,,,58,1,,,,16,58,,44,,,6.444444444444445,0.1111111111111111,,,,1.7777777777777777,6.444444444444445,,4.888888888888889,,,28,28,,,,28,28,,28,,,8,8,,,,8,8,,8,
5,Sunil Kumar,24,Defender,GUJ,Gujarat Giants,39,110,,10,10,16,,45,9,107,,2,1,,3,57,2.38,,58,55,1,,0.083333333,0.041666667,,0.125,2.375,0.099166667,,2.4166666666666665,2.2916666666666665,0.041666667,,31,31,,31,31,31,,31,31,31,,9,9,,9,9,9,,9,9,9,
5,Anil Kumar,5,Defender,CHE,Tamil Thalaivas,,,,,132,109,,167,130,,,,,,,2,0.4,,2,2,,,,,,,0.4,0.08,,0.4,0.4,,,,,,,29,29,,29,29,,,,,,,9,9,,9,9,,
5,Vinod Kumar,19,Raider,KOL,Bengal Warriors,,44,,,80,104,26,61,79,41,,,33,,,8,0.42,18,41,8,27,,,1.736842105263158,,,0.4210526315789473,0.022105263,0.9473684210526316,2.1578947368421053,0.4210526315789473,1.4210526315789471,,,4,,,4,4,4,4,4,4,,,8,,,8,8,8,8,8,8,
5,Monu Goyat,26,Raider,PAT,Patna Pirates,63,4,7,,71,105,2,4,69,5,4,1,191,4,,11,0.42,45,202,10,159,9,0.038461538,7.346153846153846,0.1538461538461538,,0.4230769230769231,0.016153846,1.7307692307692308,7.769230769230769,0.3846153846153846,6.115384615384615,0.3461538461538461,6,6,6,,6,6,6,6,6,6,6,8,8,8,,8,8,8,8,8,8,8
5,Ajay Kumar,22,Raider,BLR,Bengaluru Bulls,,20,28,,,,4,22,,22,20,,89,2,,,,39,89,,70,2,,4.045454545454546,0.090909091,,,,1.7727272727272727,4.045454545454546,,3.1818181818181817,0.090909091,,1,1,,,,1,1,,1,1,,8,8,,,,8,8,,8,8
5,Jawahar,18,All Rounder,PAT,Patna Pirates,23,79,,,32,32,87,72,31,85,,3,6,,,29,1.61,1,35,26,3,,0.1666666666666666,0.3333333333333333,,,1.6111111111111112,0.089444444,0.055555556,1.9444444444444444,1.4444444444444444,0.1666666666666666,,6,6,,,6,6,6,6,6,6,,0,0,,,0,0,0,0,0,0,
5,Kuldeep (392) ,5,Raider,KOL,Bengal Warriors,,,,,120,111,,169,117,,,,,,,2,0.4,,2,2,,,,,,,0.4,0.08,,0.4,0.4,,,,,,,4,4,,4,4,,,,,,,8,8,,8,8,,
5,Farhad Milaghardan,18,Defender,HYD,Telugu Titans,,77,,,42,56,74,85,40,74,,,6,,,22,1.22,1,28,22,5,,,0.3333333333333333,,,1.2222222222222223,0.067777778,0.055555556,1.5555555555555556,1.2222222222222223,0.2777777777777778,,,8,,,8,8,8,8,8,8,,,9,,,9,9,9,9,9,9,
5,Abozar Mighani,24,Defender,GUJ,Gujarat Giants,34,118,,21,5,9,,38,5,,,2,1,,2,65,2.71,,66,63,,,0.083333333,0.041666667,,0.083333333,2.7083333333333335,0.1129166666666666,,2.75,2.625,,,31,31,,31,31,31,,31,31,,,9,9,,9,9,9,,9,9,,
5,Yong Joo Ok,1,All Rounder,MUM,U Mumba,,115,,,,,88,175,,104,,,1,,,,,1,1,,1,,,1,,,,,1,1,,1,,,5,,,,,5,5,,5,,,0,,,,,0,0,,0,
5,Young Chang Ko,14,Defender,KOL,Bengal Warriors,,,,,124,139,,162,119,,,,,,,2,0.14,,2,2,,,,,,,0.1428571428571428,0.01,,0.1428571428571428,0.1428571428571428,,,,,,,4,4,,4,4,,,,,,,9,9,,9,9,,
5,Dong Geon Lee,17,Raider,CHE,Tamil Thalaivas,,47,,,,,33,83,,46,,,29,,,,,13,29,,24,,,1.7058823529411764,,,,,0.7647058823529411,1.7058823529411764,,1.411764705882353,,,29,,,,,29,29,,29,,,8,,,,,8,8,,8,
5,Ziaur Rahman,16,Defender,PUN,Puneri Paltan,45,,,37,45,51,,103,46,,,2,,,1,20,1.25,,20,18,,,0.125,,,0.0625,1.25,0.078125,,1.25,1.125,,,7,,,7,7,7,,7,7,,,9,,,9,9,9,,9,9,,
5,Mohsen Maghsoudlou,16,Raider,HYD,Telugu Titans,53,36,23,,90,113,23,57,94,43,32,1,41,2,,6,0.38,21,47,5,26,1,0.0625,2.5625,0.125,,0.375,0.02375,1.3125,2.9375,0.3125,1.625,0.0625,8,8,8,,8,8,8,8,8,8,8,8,8,8,,8,8,8,8,8,8,8
5,Anand Patil,19,Raider,DEL,Dabang Delhi K.C.,,43,24,,,,47,74,,45,,,33,2,,,,7,33,,24,,,1.736842105263158,0.1052631578947368,,,,0.3684210526315789,1.736842105263158,,1.263157894736842,,,2,2,,,,2,2,,2,,,8,8,,,,8,8,,8,
5,Jaideep,26,Defender,PAT,Patna Pirates,7,,,4,3,8,,33,4,,,5,,,5,71,2.73,,71,66,,,0.1923076923076923,,,0.1923076923076923,2.730769230769231,0.105,,2.730769230769231,2.5384615384615383,,,6,,,6,6,6,,6,6,,,9,,,9,9,9,,9,9,,
5,Vishnu Uthaman,3,Raider,PAT,Patna Pirates,,,,,141,122,,179,140,,,,,,,1,0.33,,1,1,,,,,,,0.3333333333333333,0.11,,0.3333333333333333,0.3333333333333333,,,,,,,6,6,,6,6,,,,,,,8,8,,8,8,,
5,Shubham Palkar,8,Raider,DEL,Dabang Delhi K.C.,,75,,,,,64,138,,73,,,7,,,,,2,7,,6,,,0.875,,,,,0.25,0.875,,0.75,,,2,,,,,2,2,,2,,,8,,,,,8,8,,8,
