id,result,prev_position,date,teama_id,teama_short_name,teama_score,teamb_id,teamb_short_name,teamb_score,post_match_position,match_result,team_id
733,L,,2018-12-12,8,HYD,24,1,BLR,37,,Bengaluru Bulls Won by 13 Pts,8
734,W,,2018-12-13,8,HYD,41,6,PAT,36,,Telugu Titans Won by 5 Pts,8
741,L,,2018-12-18,1,BLR,44,8,HYD,28,,Bengaluru Bulls Won by 16 Pts,8
746,L,,2018-12-21,7,PUNE,35,8,HYD,20,,Puneri Paltan Won by 15 Pts,8
752,L,,2018-12-25,4,KOL,39,8,HYD,34,,Bengal Warriorz Won by 5 Pts,8
625,W,,2018-10-07,29,CHE,42,6,PAT,26,,Tamil Thalaivas Won by 16 Pts,29
628,L,,2018-10-08,29,CHE,32,30,UP,37,,UP Yoddhas Won by 5 Pts,29
630,L,,2018-10-09,29,CHE,28,8,HYD,33,,Telugu Titans Won by 5 Pts,29
632,L,,2018-10-10,29,CHE,37,1,BLR,48,,Bengaluru Bulls Won by 11 Pts,29
634,L,,2018-10-11,29,CHE,27,4,KOL,36,,Bengal Warriorz Won by 9 Pts,29
644,L,,2018-10-17,1,BLR,44,29,CHE,35,,Bengaluru Bulls Won by 9 Pts,29
655,W,,2018-10-23,7,PUNE,31,29,CHE,36,,Tamil Thalaivas Won by 5 Pts,29
659,L,,2018-10-26,31,GUJ,36,29,CHE,25,,Gujarat Giants Won by 11 Pts,29
669,W,,2018-11-02,30,UP,24,29,CHE,46,,Tamil Thalaivas Won by 22 Pts,29
687,,,2018-11-14,29,CHE,32,28,HAR,32,,,29
690,L,,2018-11-15,5,MUM,36,29,CHE,22,,U Mumba Won by 14 Pts,29
697,W,,2018-11-20,29,CHE,27,8,HYD,23,,Tamil Thalaivas Won by 4 Pts,29
699,L,,2018-11-21,6,PAT,45,29,CHE,27,,Patna Pirates Won by 18 Pts,29
705,L,,2018-11-24,1,BLR,36,29,CHE,22,,Bengaluru Bulls Won by 14 Pts,29
708,W,,2018-11-26,29,CHE,31,8,HYD,25,,Tamil Thalaivas Won by 6 Pts,29
714,,,2018-11-30,29,CHE,35,6,PAT,35,,,29
723,L,,2018-12-06,2,DEL,37,29,CHE,33,,Dabang Delhi K.C. Won by 4 Pts,29
728,L,,2018-12-09,29,CHE,24,3,JAI,37,,Jaipur Pink Panthers Won by 13 Pts,29
736,L,,2018-12-14,4,KOL,28,29,CHE,21,,Bengal Warriorz Won by 7 Pts,29
737,,,2018-12-15,30,UP,25,29,CHE,25,,,29
750,L,,2018-12-21,4,KOL,27,29,CHE,24,,Bengal Warriorz Won by 3 Pts,29
751,,,2018-12-25,28,HAR,40,29,CHE,40,,,29
