,Unnamed: 0,tour_name,result_code,series_id,end_date,event_sub_status,start_date,event_status,winning_margin,venue_id,sport,venue_name,game_id,event_stage,event_name,league_code,series_name,tour_id,venue_gmt_offset,team1_name,team1_score,team1_highlight,team2_name,team2_score,team2_highlight,winner,team1_player1_name,team1_player1_id,team1_player1_value,team1_player1_type,team1_player2_name,team1_player2_id,team1_player2_value,team1_player2_type,team1_player3_name,team1_player3_id,team1_player3_value,team1_player3_type,team1_player4_name,team1_player4_id,team1_player4_value,team1_player4_type,team1_player5_name,team1_player5_id,team1_player5_value,team1_player5_type,team2_player1_name,team2_player1_id,team2_player1_value,team2_player1_type,team2_player2_name,team2_player2_id,team2_player2_value,team2_player2_type,team2_player3_name,team2_player3_id,team2_player3_value,team2_player3_type,team2_player4_name,team2_player4_id,team2_player4_value,team2_player4_type,team2_player5_name,team2_player5_id,team2_player5_value,team2_player5_type,win_by_coin_toss,extra_time,golden_raid
0,0,"Pro Kabaddi League Season 4, 2016",W,4,06/25/2016 8:00:00 ,Puneri Paltan beat Telugu Titans (28-24),06/25/2016 8:00:00 ,Completed,4.0,5,kabaddi,"DOME,NSCI,SVP STADIUM,MUMBAI",182,League,Match 1,pkl,"Pro Kabaddi League Season 4, 2016",4,+05:30,Puneri Paltan,28,True,Telugu Titans,24,False,Puneri Paltan,Manjeet Chhillar,69.0,6.0,,Sonu Narwal,190.0,5.0,Raider,Joginder Singh Narwal,194.0,3.0,,Ajay Thakur,26.0,3.0,,Ravinder Pahal,157.0,3.0,,Sandeep Narwal,142.0,6.0,,Vinod Kumar,215.0,5.0,,Rahul Chaudhari,81.0,4.0,,S Mahalingam,391.0,2.0,All Rounder,Jasmer Singh Gulia,51.0,1.0,,,False,False
1,1,"Pro Kabaddi League Season 4, 2016",W,4,06/25/2016 9:00:00 ,U Mumba beat Jaipur Pink Panthers (36-34),06/25/2016 9:00:00 ,Completed,2.0,5,kabaddi,"DOME,NSCI,SVP STADIUM,MUMBAI",183,League,Match 2,pkl,"Pro Kabaddi League Season 4, 2016",4,+05:30,U Mumba,36,True,Jaipur Pink Panthers,34,False,U Mumba,Rakesh Kumar,88.0,12.0,Raider,Rishank Devadiga,94.0,5.0,,Sunil,207.0,2.0,,Surjeet Singh,322.0,2.0,,Anup Kumar,29.0,2.0,,Shabeer Bappu,105.0,9.0,,Ran Singh,160.0,4.0,,Ajay Kumar,389.0,3.0,,Amit Hooda,212.0,3.0,,Tushar Patil,242.0,2.0,,,False,False
2,2,"Pro Kabaddi League Season 4, 2016",W,4,06/26/2016 8:00:00 ,Bengaluru Bulls beat Bengal Warriors (24-23),06/26/2016 8:00:00 ,Completed,1.0,5,kabaddi,"DOME,NSCI,SVP STADIUM,MUMBAI",184,League,Match 3,pkl,"Pro Kabaddi League Season 4, 2016",4,+05:30,Bengaluru Bulls,24,True,Bengal Warriors,23,False,Bengaluru Bulls,Rohit Kumar,326.0,7.0,,Surender Nada,146.0,5.0,Defender,Mohit Chhillar,71.0,3.0,,Deepak Kumar Dahiya,174.0,2.0,,Pawan Kumar Kadian,156.0,1.0,,Jang Kun Lee,12.0,5.0,,Monu Goyat,388.0,5.0,,Girish Maruti Ernak,161.0,3.0,,Nilesh Shinde,73.0,3.0,Defender,Nitin Madane,75.0,2.0,Raider,,False,False
3,3,"Pro Kabaddi League Season 4, 2016",W,4,06/26/2016 9:00:00 ,Puneri Paltan beat U Mumba (41-19),06/26/2016 9:00:00 ,Completed,22.0,5,kabaddi,"DOME,NSCI,SVP STADIUM,MUMBAI",185,League,Match 4,pkl,"Pro Kabaddi League Season 4, 2016",4,+05:30,Puneri Paltan,41,True,U Mumba,19,False,Puneri Paltan,Ajay Thakur,26.0,12.0,,Manjeet Chhillar,69.0,7.0,,Joginder Singh Narwal,194.0,4.0,,Deepak Niwas Hooda,41.0,3.0,,Somvir Shekhar,109.0,2.0,Defender,Anup Kumar,29.0,9.0,,Rakesh Kumar,88.0,2.0,Raider,Rishank Devadiga,94.0,2.0,,Vikash Kumar,380.0,2.0,Raider,Sunil,207.0,1.0,,,False,False
4,4,"Pro Kabaddi League Season 4, 2016",W,4,06/27/2016 8:00:00 ,Bengal Warriors beat Dabang Delhi K.C. (31-23),06/27/2016 8:00:00 ,Completed,8.0,5,kabaddi,"DOME,NSCI,SVP STADIUM,MUMBAI",186,League,Match 5,pkl,"Pro Kabaddi League Season 4, 2016",4,+05:30,Bengal Warriors,31,True,Dabang Delhi,23,False,Bengal Warriors,Ravi Dalal,92.0,6.0,Raider,Nilesh Shinde,73.0,4.0,Defender,Nitin Madane,75.0,3.0,Raider,Girish Maruti Ernak,161.0,3.0,,Monu Goyat,388.0,3.0,,Meraj Sheykh,251.0,9.0,,Anil Kumar,386.0,3.0,,Selvamani K,264.0,2.0,,Kashiling Adake,58.0,2.0,,Deepak Narwal,211.0,1.0,,,False,False
5,5,"Pro Kabaddi League Season 4, 2016",W,4,06/27/2016 9:00:00 ,Patna Pirates beat Puneri Paltan (30-24),06/27/2016 9:00:00 ,Completed,6.0,5,kabaddi,"DOME,NSCI,SVP STADIUM,MUMBAI",187,League,Match 6,pkl,"Pro Kabaddi League Season 4, 2016",4,+05:30,Puneri Paltan,24,False,Patna Pirates,30,True,Patna Pirates,Nitin Tomar,320.0,7.0,,Deepak Niwas Hooda,41.0,6.0,,Manjeet Chhillar,69.0,3.0,,Ravinder Pahal,157.0,3.0,,Sonu Narwal,190.0,2.0,Raider,Surjeet Singh,119.0,7.0,,Pardeep Narwal,197.0,7.0,,Dharmaraj Cheralathan,42.0,5.0,,Rajesh Mondal,85.0,3.0,,Fazel Atrachali,259.0,2.0,,,False,False
6,6,"Pro Kabaddi League Season 4, 2016",Tied,4,06/28/2016 8:00:00 ,Match Tied,06/28/2016 8:00:00 ,Completed,0.0,5,kabaddi,"DOME,NSCI,SVP STADIUM,MUMBAI",188,League,Match 7,pkl,"Pro Kabaddi League Season 4, 2016",4,+05:30,Puneri Paltan,27,False,Dabang Delhi,27,False,Unknown,Deepak Niwas Hooda,41.0,7.0,,Manjeet Chhillar,69.0,7.0,,Sonu Narwal,190.0,3.0,Raider,Joginder Singh Narwal,194.0,3.0,,Nitin Tomar,320.0,2.0,,Kashiling Adake,58.0,5.0,,Sachin Shingade,165.0,5.0,,Deepak Narwal,211.0,5.0,,Meraj Sheykh,251.0,4.0,,Selvamani K,264.0,4.0,,,False,False
7,7,"Pro Kabaddi League Season 4, 2016",W,4,06/29/2016 8:00:00 ,Jaipur Pink Panthers beat Telugu Titans (28-24),06/29/2016 8:00:00 ,Completed,4.0,3,kabaddi,Sawai Mansingh Stadium,189,League,Match 8,pkl,"Pro Kabaddi League Season 4, 2016",4,+05:30,Jaipur Pink Panthers,28,True,Telugu Titans,24,False,Jaipur Pink Panthers,Rajesh Narwal,86.0,8.0,,Jasvir Singh,52.0,3.0,,Ran Singh,160.0,3.0,,Amit Hooda,212.0,3.0,,Mahipal Narwal,67.0,2.0,Defender,Sandeep Narwal,142.0,6.0,,Nilesh Salunke,293.0,4.0,,Vinoth Kumar,172.0,4.0,,Vinod Kumar,215.0,3.0,,S Mahalingam,391.0,2.0,All Rounder,,False,False
8,8,"Pro Kabaddi League Season 4, 2016",W,4,06/29/2016 9:00:00 ,Patna Pirates beat U Mumba (36-34),06/29/2016 9:00:00 ,Completed,2.0,3,kabaddi,Sawai Mansingh Stadium,190,League,Match 9,pkl,"Pro Kabaddi League Season 4, 2016",4,+05:30,U Mumba,34,False,Patna Pirates,36,True,Patna Pirates,Rishank Devadiga,94.0,11.0,,Anup Kumar,29.0,6.0,,Rakesh Kumar,88.0,3.0,Raider,Sunil,207.0,3.0,,Surjeet Singh,322.0,3.0,,Pardeep Narwal,197.0,18.0,,Kuldeep Singh,252.0,5.0,,Bajirao Hodage,164.0,4.0,,Fazel Atrachali,259.0,2.0,,Surjeet Singh,119.0,1.0,,,False,False
9,9,"Pro Kabaddi League Season 4, 2016",Tied,4,06/30/2016 8:00:00 ,Match Tied,06/30/2016 8:00:00 ,Completed,0.0,3,kabaddi,Sawai Mansingh Stadium,191,League,Match 10,pkl,"Pro Kabaddi League Season 4, 2016",4,+05:30,Jaipur Pink Panthers,28,False,Bengaluru Bulls,28,False,Unknown,Jasvir Singh,52.0,9.0,,Rajesh Narwal,86.0,6.0,,Mahipal Narwal,67.0,3.0,Defender,Shabeer Bappu,105.0,2.0,,Ran Singh,160.0,2.0,,Rohit Kumar,326.0,6.0,,Vinod Kumar,387.0,5.0,,Mohit Chhillar,71.0,4.0,,Pawan Kumar Kadian,156.0,2.0,,Manoj Kumar,70.0,2.0,Defender,,False,False
10,10,"Pro Kabaddi League Season 4, 2016",W,4,07/01/2016 8:00:00 ,U Mumba beat Dabang Delhi K.C. (27-25),07/01/2016 8:00:00 ,Completed,2.0,3,kabaddi,Sawai Mansingh Stadium,192,League,Match 11,pkl,"Pro Kabaddi League Season 4, 2016",4,+05:30,U Mumba,27,True,Dabang Delhi,25,False,U Mumba,Rishank Devadiga,94.0,8.0,,Surender Singh,234.0,3.0,,Rakesh Kumar,88.0,3.0,Raider,Sunil,207.0,3.0,,Anup Kumar,29.0,3.0,,Kashiling Adake,58.0,7.0,,Sachin Shingade,165.0,5.0,,Selvamani K,264.0,5.0,,Sanket Chavan,360.0,2.0,Defender,Deepak Narwal,211.0,1.0,,,False,False
11,11,"Pro Kabaddi League Season 4, 2016",W,4,07/01/2016 9:00:00 ,Jaipur Pink Panthers beat Bengal Warriors (36-33),07/01/2016 9:00:00 ,Completed,3.0,3,kabaddi,Sawai Mansingh Stadium,193,League,Match 12,pkl,"Pro Kabaddi League Season 4, 2016",4,+05:30,Jaipur Pink Panthers,36,True,Bengal Warriors,33,False,Jaipur Pink Panthers,Jasvir Singh,52.0,13.0,,Shabeer Bappu,105.0,10.0,,Rajesh Narwal,86.0,3.0,,Tushar Patil,242.0,3.0,,Amit Hooda,212.0,2.0,,Monu Goyat,388.0,8.0,,Nitin Madane,75.0,8.0,Raider,Shrikant Jadhav,106.0,5.0,,Girish Maruti Ernak,161.0,4.0,,Nilesh Shinde,73.0,3.0,Defender,,False,False
12,12,"Pro Kabaddi League Season 4, 2016",W,4,07/02/2016 8:00:00 ,Dabang Delhi K.C. beat Bengaluru Bulls (32-24),07/02/2016 8:00:00 ,Completed,8.0,3,kabaddi,Sawai Mansingh Stadium,194,League,Match 13,pkl,"Pro Kabaddi League Season 4, 2016",4,+05:30,Dabang Delhi,32,True,Bengaluru Bulls,24,False,Dabang Delhi,Meraj Sheykh,251.0,8.0,,Sachin Shingade,165.0,7.0,,D. Gopu,152.0,5.0,,Kashiling Adake,58.0,2.0,,Selvamani K,264.0,2.0,,Rohit Kumar,326.0,8.0,,Mohit Chhillar,71.0,7.0,,Vinod Kumar,387.0,3.0,,Yogesh Hooda,245.0,3.0,,Surender Nada,146.0,2.0,Defender,,False,False
13,13,"Pro Kabaddi League Season 4, 2016",W,4,07/02/2016 9:00:00 ,Puneri Paltan beat Jaipur Pink Panthers (33-28),07/02/2016 9:00:00 ,Completed,5.0,3,kabaddi,Sawai Mansingh Stadium,195,League,Match 14,pkl,"Pro Kabaddi League Season 4, 2016",4,+05:30,Jaipur Pink Panthers,28,False,Puneri Paltan,33,True,Puneri Paltan,Ajay Kumar,389.0,11.0,,Rajesh Narwal,86.0,8.0,,Shabeer Bappu,105.0,5.0,,Amit Hooda,212.0,3.0,,Jasvir Singh,52.0,1.0,,Deepak Niwas Hooda,41.0,9.0,,Manjeet Chhillar,69.0,7.0,,Ravinder Pahal,157.0,5.0,,Ajay Thakur,26.0,4.0,,Joginder Singh Narwal,194.0,2.0,,,False,False
14,14,"Pro Kabaddi League Season 4, 2016",W,4,07/03/2016 8:00:00 ,Patna Pirates beat Telugu Titans (35-33),07/03/2016 8:00:00 ,Completed,2.0,9,kabaddi,Gachibowli Indoor Stadium,196,League,Match 15,pkl,"Pro Kabaddi League Season 4, 2016",4,+05:30,Telugu Titans,33,False,Patna Pirates,35,True,Patna Pirates,Rahul Chaudhari,81.0,11.0,,Sandeep Narwal,142.0,5.0,,Vinod Kumar,215.0,4.0,,Vinoth Kumar,172.0,3.0,,Sukesh Hegde,111.0,2.0,,Pardeep Narwal,197.0,11.0,,Rajesh Mondal,85.0,7.0,,Kuldeep Singh,252.0,5.0,,Dharmaraj Cheralathan,42.0,3.0,,Surjeet Singh,119.0,2.0,,,False,False
15,15,"Pro Kabaddi League Season 4, 2016",W,4,07/03/2016 9:00:00 ,U Mumba beat Bengal Warriors (26-18),07/03/2016 9:00:00 ,Completed,8.0,9,kabaddi,Gachibowli Indoor Stadium,197,League,Match 16,pkl,"Pro Kabaddi League Season 4, 2016",4,+05:30,Bengal Warriors,18,False,U Mumba,26,True,U Mumba,Girish Maruti Ernak,161.0,3.0,,Ravi Dalal,92.0,2.0,Raider,Nilesh Shinde,73.0,2.0,Defender,Nitin Madane,75.0,2.0,Raider,Monu Goyat,388.0,2.0,,Rishank Devadiga,94.0,5.0,,Rakesh Kumar,88.0,4.0,Raider,Surjeet Singh,322.0,4.0,,Anup Kumar,29.0,3.0,,Suresu Kumar,173.0,3.0,Raider,,False,False
16,16,"Pro Kabaddi League Season 4, 2016",W,4,07/04/2016 8:00:00 ,Bengaluru Bulls beat Puneri Paltan (29-27),07/04/2016 8:00:00 ,Completed,2.0,9,kabaddi,Gachibowli Indoor Stadium,198,League,Match 17,pkl,"Pro Kabaddi League Season 4, 2016",4,+05:30,Bengaluru Bulls,29,True,Puneri Paltan,27,False,Bengaluru Bulls,Rohit Kumar,326.0,8.0,,Mohit Chhillar,71.0,7.0,,Ashish Kumar,202.0,6.0,,Amit Om Prakash Rathi,231.0,3.0,Raider,Surender Nada,146.0,2.0,Defender,Ravinder Pahal,157.0,6.0,,Deepak Niwas Hooda,41.0,5.0,,Nitin Tomar,320.0,4.0,,Manjeet Chhillar,69.0,3.0,,Sonu Narwal,190.0,3.0,Raider,,False,False
17,17,"Pro Kabaddi League Season 4, 2016",W,4,07/04/2016 9:00:00 ,Telugu Titans beat Bengal Warriors (35-18),07/04/2016 9:00:00 ,Completed,17.0,9,kabaddi,Gachibowli Indoor Stadium,199,League,Match 18,pkl,"Pro Kabaddi League Season 4, 2016",4,+05:30,Telugu Titans,35,True,Bengal Warriors,18,False,Telugu Titans,Rahul Chaudhari,81.0,10.0,,Sandeep Kumar Dhull,290.0,8.0,,Nilesh Salunke,293.0,4.0,,Vinod Kumar,215.0,3.0,,K. Prapanjan,219.0,3.0,,Nilesh Shinde,73.0,3.0,Defender,Nitin Madane,75.0,3.0,Raider,Vishal Mane,123.0,3.0,,Monu Goyat,388.0,3.0,,Ravi Dalal,92.0,2.0,Raider,,False,False
18,18,"Pro Kabaddi League Season 4, 2016",W,4,07/05/2016 8:00:00 ,Bengaluru Bulls beat Telugu Titans (30-28),07/05/2016 8:00:00 ,Completed,2.0,9,kabaddi,Gachibowli Indoor Stadium,200,League,Match 19,pkl,"Pro Kabaddi League Season 4, 2016",4,+05:30,Telugu Titans,28,False,Bengaluru Bulls,30,True,Bengaluru Bulls,Rahul Chaudhari,81.0,9.0,,Nilesh Salunke,293.0,7.0,,Sandeep Narwal,142.0,4.0,,Vinod Kumar,215.0,2.0,,K. Prapanjan,219.0,1.0,,Rohit Kumar,326.0,11.0,,Vinod Kumar,387.0,4.0,,Pawan Kumar Kadian,156.0,4.0,,Surender Nada,146.0,2.0,Defender,Ashish Kumar,202.0,2.0,,,False,False
19,19,"Pro Kabaddi League Season 4, 2016",W,4,07/06/2016 8:00:00 ,Jaipur Pink Panthers beat Dabang Delhi K.C. (51-26),07/06/2016 8:00:00 ,Completed,25.0,9,kabaddi,Gachibowli Indoor Stadium,201,League,Match 20,pkl,"Pro Kabaddi League Season 4, 2016",4,+05:30,Dabang Delhi,26,False,Jaipur Pink Panthers,51,True,Jaipur Pink Panthers,Meraj Sheykh,251.0,8.0,,Kashiling Adake,58.0,7.0,,Deepak Narwal,211.0,4.0,,Selvamani K,264.0,3.0,,Sanket Chavan,360.0,2.0,Defender,Rajesh Narwal,86.0,16.0,,Jasvir Singh,52.0,9.0,,Amit Hooda,212.0,6.0,,Ajay Kumar,389.0,4.0,,Mahipal Narwal,67.0,3.0,Defender,,False,False
20,20,"Pro Kabaddi League Season 4, 2016",W,4,07/06/2016 9:00:00 ,Telugu Titans beat U Mumba (35-30),07/06/2016 9:00:00 ,Completed,5.0,9,kabaddi,Gachibowli Indoor Stadium,202,League,Match 21,pkl,"Pro Kabaddi League Season 4, 2016",4,+05:30,Telugu Titans,35,True,U Mumba,30,False,Telugu Titans,Rahul Chaudhari,81.0,8.0,,Nilesh Salunke,293.0,8.0,,Sandeep Kumar Dhull,290.0,4.0,,K. Prapanjan,219.0,3.0,,Sandeep Narwal,142.0,3.0,,Rakesh Kumar,88.0,11.0,Raider,Suresu Kumar,173.0,4.0,Raider,Anup Kumar,29.0,4.0,,Surjeet Singh,322.0,3.0,,Surender Singh,234.0,2.0,,,False,False
21,21,"Pro Kabaddi League Season 4, 2016",W,4,07/07/2016 8:00:00 ,Patna Pirates beat Bengaluru Bulls (31-25),07/07/2016 8:00:00 ,Completed,6.0,6,kabaddi,Patliputra Indoor Stadium,203,League,Match 22,pkl,"Pro Kabaddi League Season 4, 2016",4,+05:30,Patna Pirates,31,True,Bengaluru Bulls,25,False,Patna Pirates,Pardeep Narwal,197.0,8.0,,Kuldeep Singh,252.0,7.0,,Rajesh Mondal,85.0,6.0,,Abolfazl Maghsodloumahali,300.0,3.0,,Bajirao Hodage,164.0,2.0,,Rohit Kumar,326.0,9.0,,Pawan Kumar Kadian,156.0,6.0,,Mohit Chhillar,71.0,4.0,,Surender Nada,146.0,4.0,Defender,Vinod Kumar,387.0,1.0,,,False,False
22,22,"Pro Kabaddi League Season 4, 2016",W,4,07/08/2016 8:00:00 ,U Mumba beat Bengaluru Bulls (24-23),07/08/2016 8:00:00 ,Completed,1.0,6,kabaddi,Patliputra Indoor Stadium,204,League,Match 23,pkl,"Pro Kabaddi League Season 4, 2016",4,+05:30,Bengaluru Bulls,23,False,U Mumba,24,True,U Mumba,Surender Nada,146.0,5.0,Defender,Rohit Kumar,326.0,5.0,,Pawan Kumar Sehrawat,318.0,4.0,,Pawan Kumar Kadian,156.0,4.0,,Mohit Chhillar,71.0,3.0,,Anup Kumar,29.0,11.0,,Rakesh Kumar,88.0,3.0,Raider,Sunil,207.0,3.0,,Surjeet Singh,322.0,2.0,,Rishank Devadiga,94.0,1.0,,,False,False
23,23,"Pro Kabaddi League Season 4, 2016",W,4,07/08/2016 9:00:00 ,Patna Pirates beat Bengal Warriors (35-21),07/08/2016 9:00:00 ,Completed,14.0,6,kabaddi,Patliputra Indoor Stadium,205,League,Match 24,pkl,"Pro Kabaddi League Season 4, 2016",4,+05:30,Patna Pirates,35,True,Bengal Warriors,21,False,Patna Pirates,Pardeep Narwal,197.0,10.0,,Dharmaraj Cheralathan,42.0,9.0,,Rajesh Mondal,85.0,5.0,,Fazel Atrachali,259.0,3.0,,Abolfazl Maghsodloumahali,300.0,2.0,,Nitin Madane,75.0,7.0,Raider,Vishal Mane,123.0,4.0,,Monu Goyat,388.0,3.0,,Ravi Dalal,92.0,2.0,Raider,Girish Maruti Ernak,161.0,2.0,,,False,False
24,24,"Pro Kabaddi League Season 4, 2016",W,4,07/09/2016 8:00:00 ,Puneri Paltan beat Bengal Warriors (38-31),07/09/2016 8:00:00 ,Completed,7.0,6,kabaddi,Patliputra Indoor Stadium,206,League,Match 25,pkl,"Pro Kabaddi League Season 4, 2016",4,+05:30,Bengal Warriors,31,False,Puneri Paltan,38,True,Puneri Paltan,Nitin Madane,75.0,12.0,Raider,Amit Singh Chhillar,28.0,4.0,Defender,Jang Kun Lee,12.0,3.0,,Nilesh Shinde,73.0,2.0,Defender,Ravindra Ramesh Kumawat,370.0,2.0,,Manjeet Chhillar,69.0,11.0,,Sonu Narwal,190.0,7.0,Raider,Deepak Niwas Hooda,41.0,5.0,,Ajay Thakur,26.0,4.0,,Joginder Singh Narwal,194.0,3.0,,,False,False
25,25,"Pro Kabaddi League Season 4, 2016",W,4,07/09/2016 9:00:00 ,Dabang Delhi K.C. beat Patna Pirates (33-15),07/09/2016 9:00:00 ,Completed,18.0,6,kabaddi,Patliputra Indoor Stadium,207,League,Match 26,pkl,"Pro Kabaddi League Season 4, 2016",4,+05:30,Patna Pirates,15,False,Dabang Delhi,33,True,Dabang Delhi,Abolfazl Maghsodloumahali,300.0,5.0,,Pardeep Narwal,197.0,3.0,,Kuldeep Singh,252.0,2.0,,Fazel Atrachali,259.0,2.0,,Bajirao Hodage,164.0,1.0,,Meraj Sheykh,251.0,6.0,,Sachin Shingade,165.0,4.0,,D. Suresh Kumar,162.0,3.0,Defender,Selvamani K,264.0,3.0,,Sanket Chavan,360.0,3.0,Defender,,False,False
26,26,"Pro Kabaddi League Season 4, 2016",W,4,07/10/2016 8:00:00 ,Telugu Titans beat Dabang Delhi K.C. (28-23),07/10/2016 8:00:00 ,Completed,5.0,6,kabaddi,Patliputra Indoor Stadium,208,League,Match 27,pkl,"Pro Kabaddi League Season 4, 2016",4,+05:30,Dabang Delhi,23,False,Telugu Titans,28,True,Telugu Titans,Kashiling Adake,58.0,7.0,,Sachin Shingade,165.0,6.0,,Anil Kumar,386.0,4.0,,Selvamani K,264.0,3.0,,Hadi Tajik,301.0,1.0,,Nilesh Salunke,293.0,7.0,,Sandeep Kumar Dhull,290.0,6.0,,Rahul Chaudhari,81.0,5.0,,Sandeep Narwal,142.0,2.0,,Jasmer Singh Gulia,51.0,2.0,,,False,False
27,27,"Pro Kabaddi League Season 4, 2016",W,4,07/10/2016 9:00:00 ,Jaipur Pink Panthers beat Patna Pirates (26-21),07/10/2016 9:00:00 ,Completed,5.0,6,kabaddi,Patliputra Indoor Stadium,209,League,Match 28,pkl,"Pro Kabaddi League Season 4, 2016",4,+05:30,Patna Pirates,21,False,Jaipur Pink Panthers,26,True,Jaipur Pink Panthers,Pardeep Narwal,197.0,7.0,,Fazel Atrachali,259.0,5.0,,Bajirao Hodage,164.0,4.0,,Kuldeep Singh,252.0,2.0,,Dharmaraj Cheralathan,42.0,1.0,,Shabeer Bappu,105.0,7.0,,Amit Hooda,212.0,5.0,,Rajesh Narwal,86.0,3.0,,Ran Singh,160.0,3.0,,Tushar Patil,242.0,2.0,,,False,False
28,28,"Pro Kabaddi League Season 4, 2016",W,4,07/12/2016 8:00:00 ,Telugu Titans beat Bengaluru Bulls (32-24),07/12/2016 8:00:00 ,Completed,8.0,1,kabaddi,Kanteerava Indoor Stadium,210,League,Match 29,pkl,"Pro Kabaddi League Season 4, 2016",4,+05:30,Bengaluru Bulls,24,False,Telugu Titans,32,True,Telugu Titans,Rohit Kumar,326.0,9.0,,Ashish Kumar,202.0,7.0,,Pawan Kumar Kadian,156.0,3.0,,Surender Nada,146.0,2.0,Defender,Rahul Kumar,288.0,1.0,Defender,Rahul Chaudhari,81.0,9.0,,Sandeep Narwal,142.0,5.0,,Sandeep Kumar Dhull,290.0,3.0,,Nilesh Salunke,293.0,3.0,,K. Prapanjan,219.0,2.0,,,False,False
29,29,"Pro Kabaddi League Season 4, 2016",Tied,4,07/12/2016 9:00:00 ,Match Tied,07/12/2016 9:00:00 ,Completed,0.0,1,kabaddi,Kanteerava Indoor Stadium,211,League,Match 30,pkl,"Pro Kabaddi League Season 4, 2016",4,+05:30,Puneri Paltan,34,False,Bengal Warriors,34,False,Unknown,Deepak Niwas Hooda,41.0,8.0,,Ajay Thakur,26.0,6.0,,Joginder Singh Narwal,194.0,4.0,,Sonu Narwal,190.0,4.0,Raider,Manjeet Chhillar,69.0,3.0,,Vishal Mane,123.0,6.0,,Nilesh Shinde,73.0,5.0,Defender,Jang Kun Lee,12.0,5.0,,Girish Maruti Ernak,161.0,4.0,,Monu Goyat,388.0,4.0,,,False,False
30,30,"Pro Kabaddi League Season 4, 2016",W,4,07/13/2016 8:00:00 ,Jaipur Pink Panthers beat Bengaluru Bulls (24-22),07/13/2016 8:00:00 ,Completed,2.0,1,kabaddi,Kanteerava Indoor Stadium,212,League,Match 31,pkl,"Pro Kabaddi League Season 4, 2016",4,+05:30,Bengaluru Bulls,22,False,Jaipur Pink Panthers,24,True,Jaipur Pink Panthers,Rohit Kumar,326.0,5.0,,Surender Nada,146.0,3.0,Defender,Deepak Kumar Dahiya,174.0,3.0,,Mohit Chhillar,71.0,3.0,,Ashish Kumar,202.0,2.0,,Rajesh Narwal,86.0,5.0,,Jasvir Singh,52.0,5.0,,Amit Hooda,212.0,4.0,,Ran Singh,160.0,3.0,,Ajay Kumar,389.0,3.0,,,False,False
31,31,"Pro Kabaddi League Season 4, 2016",W,4,07/14/2016 8:00:00 ,U Mumba beat Jaipur Pink Panthers (29-23),07/14/2016 8:00:00 ,Completed,6.0,1,kabaddi,Kanteerava Indoor Stadium,213,League,Match 32,pkl,"Pro Kabaddi League Season 4, 2016",4,+05:30,Jaipur Pink Panthers,23,False,U Mumba,29,True,U Mumba,Rajesh Narwal,86.0,7.0,,Jasvir Singh,52.0,5.0,,Amit Hooda,212.0,3.0,,Ajay Kumar,389.0,3.0,,Parvesh Bhainswal,357.0,1.0,,Rakesh Kumar,88.0,7.0,Raider,Suresu Kumar,173.0,6.0,Raider,Anup Kumar,29.0,5.0,,Jeeva Kumar,54.0,3.0,,Surjeet Singh,322.0,3.0,,,False,False
32,32,"Pro Kabaddi League Season 4, 2016",W,4,07/14/2016 9:00:00 ,Patna Pirates beat Bengaluru Bulls (38-23),07/14/2016 9:00:00 ,Completed,15.0,1,kabaddi,Kanteerava Indoor Stadium,214,League,Match 33,pkl,"Pro Kabaddi League Season 4, 2016",4,+05:30,Bengaluru Bulls,23,False,Patna Pirates,38,True,Patna Pirates,Ashish Kumar,202.0,7.0,,Rohit Kumar,326.0,6.0,,Sumit Singh,363.0,3.0,,Mohit Chhillar,71.0,2.0,,Surender Nada,146.0,2.0,Defender,Rajesh Mondal,85.0,9.0,,Surjeet Singh,119.0,7.0,,Dharmaraj Cheralathan,42.0,7.0,,Fazel Atrachali,259.0,6.0,,Kuldeep Singh,252.0,2.0,,,False,False
33,33,"Pro Kabaddi League Season 4, 2016",W,4,07/15/2016 8:00:00 ,Telugu Titans beat Puneri Paltan (32-29),07/15/2016 8:00:00 ,Completed,3.0,1,kabaddi,Kanteerava Indoor Stadium,215,League,Match 34,pkl,"Pro Kabaddi League Season 4, 2016",4,+05:30,Telugu Titans,32,True,Puneri Paltan,29,False,Telugu Titans,Rahul Chaudhari,81.0,10.0,,Sandeep Narwal,142.0,7.0,,Nilesh Salunke,293.0,4.0,,Vinod Kumar,215.0,3.0,,Sandeep Kumar Dhull,290.0,2.0,,Deepak Niwas Hooda,41.0,9.0,,Ravinder Pahal,157.0,5.0,,Sonu Narwal,190.0,3.0,Raider,Somvir Shekhar,109.0,3.0,Defender,Ajay Thakur,26.0,3.0,,,False,False
