id,result,date,teama_id,teama_short_name,teama_score,teamb_id,teamb_short_name,teamb_score,post_match_position,match_result,team_id
538,W,08/08/15,2,DEL,9,4,KOL,13,,Bengal Warriorz Won by 4 Pts,4
540,L,09/08/15,5,MUM,10,4,KOL,7,,U Mumba Won by 3 Pts,4
545,W,13/08/15,4,KOL,19,7,PUNE,14,,Bengal Warriorz Won by 5 Pts,4
548,L,14/08/15,4,KOL,16,6,PAT,15,,Patna Pirates Won by -1 Pts,4
565,W,16/08/15,3,JAI,13,4,KOL,24,,Bengal Warriorz Won by 11 Pts,4
505,L,19/07/15,8,HYD,16,2,DEL,15,,Telugu Titans Won by 1 Pts,2
513,W,24/07/15,2,DEL,21,7,PUNE,13,,Dabang Delhi K.C. Won by 8 Pts,2
516,L,25/07/15,4,KOL,17,2,DEL,21,, Won,2
519,L,27/07/15,2,DEL,9,1,BLR,20,,Bengaluru Bulls Won by 11 Pts,2
523,W,29/07/15,3,JAI,15,2,DEL,22,,Dabang Delhi K.C. Won by 7 Pts,2
526,L,31/07/15,6,PAT,25,2,DEL,10,,Patna Pirates Won by 15 Pts,2
527,L,01/08/15,2,DEL,15,5,MUM,14,,U Mumba Won by -1 Pts,2
502,L,04/08/15,5,MUM,19,2,DEL,15,,U Mumba Won by 4 Pts,2
538,L,08/08/15,2,DEL,9,4,KOL,13,,Bengal Warriorz Won by 4 Pts,2
539,W,09/08/15,2,DEL,23,6,PAT,12,,Dabang Delhi K.C. Won by 11 Pts,2
541,L,10/08/15,2,DEL,11,3,JAI,24,,Jaipur Pink Panthers Won by 13 Pts,2
543,,11/08/15,2,DEL,17,8,HYD,17,,,2
547,L,14/08/15,1,BLR,22,2,DEL,13,,Bengaluru Bulls Won by 9 Pts,2
553,L,16/08/15,7,PUNE,17,2,DEL,15,,Puneri Paltan Won by 2 Pts,2
508,L,20/07/15,7,PUNE,10,8,HYD,25,,Telugu Titans Won by 15 Pts,7
509,L,21/07/15,5,MUM,17,7,PUNE,6,,U Mumba Won by 11 Pts,7
513,L,24/07/15,2,DEL,21,7,PUNE,13,,Dabang Delhi K.C. Won by 8 Pts,7
515,L,25/07/15,1,BLR,17,7,PUNE,14,,Bengaluru Bulls Won by 3 Pts,7
522,W,29/07/15,7,PUNE,20,4,KOL,15,,Puneri Paltan Won by 5 Pts,7
528,L,01/08/15,6,PAT,20,7,PUNE,14,,Patna Pirates Won by 6 Pts,7
530,L,02/08/15,7,PUNE,12,3,JAI,19,,Jaipur Pink Panthers Won by 7 Pts,7
537,,07/08/15,8,HYD,13,7,PUNE,14,,,7
542,L,11/08/15,3,JAI,16,7,PUNE,8,,Jaipur Pink Panthers Won by 8 Pts,7
545,L,13/08/15,4,KOL,19,7,PUNE,14,,Bengal Warriorz Won by 5 Pts,7
553,W,16/08/15,7,PUNE,17,2,DEL,15,,Puneri Paltan Won by 2 Pts,7
554,L,17/08/15,7,PUNE,21,5,MUM,22,,U Mumba Won by 1 Pts,7
557,L,19/08/15,7,PUNE,13,1,BLR,14,,Bengaluru Bulls Won by 1 Pts,7
562,L,20/07/16,7,PUNE,10,8,HYD,25,,Telugu Titans Won by 15 Pts,7
