id,result,prev_position,date,teama_id,teama_short_name,teama_score,teamb_id,teamb_short_name,teamb_score,post_match_position,match_result,team_id
417,L,,01/08/14,4,KOL,16,7,PUNE,13,,Bengal Warriorz Won by 3 Pts,7
420,W,,03/08/14,7,PUNE,20,1,BLR,13,,Puneri Paltan Won by 7 Pts,7
421,L,,04/08/14,5,MUM,24,7,PUNE,14,,U Mumba Won by 10 Pts,7
426,L,,07/08/14,6,PAT,8,7,PUNE,8,,Patna Pirates Won by 0 Pts,7
433,L,,12/08/14,7,PUNE,15,8,HYD,20,,Telugu Titans Won by 5 Pts,7
435,W,,13/08/14,7,PUNE,21,4,KOL,16,,Puneri Paltan Won by 5 Pts,7
436,L,,14/08/14,7,PUNE,10,3,JAI,25,,Jaipur Pink Panthers Won by 15 Pts,7
439,L,,15/08/14,7,PUNE,18,6,PAT,18,,Patna Pirates Won by 0 Pts,7
444,L,,18/08/14,8,HYD,30,7,PUNE,8,,Telugu Titans Won by 22 Pts,7
452,L,,23/08/14,3,JAI,18,7,PUNE,15,,Jaipur Pink Panthers Won by 3 Pts,7
455,L,,25/08/14,2,DEL,23,7,PUNE,8,,Dabang Delhi K.C. Won by 15 Pts,7
457,L,,27/08/14,7,PUNE,22,5,MUM,21,,U Mumba Won by -1 Pts,7
