player_name,player_id,match_played,value,team_id,team,team_name,rank,position_id,position_name,team_full_name,points_per_match
M. Abishek ,3014,9,13,29,,CHE,113,9,Defender,Tamil Thalaivas,1.4444444444444444
Selvamani K ,264,7,13,28,,HAR,114,8,raider,Haryana Steelers,1.8571428571428572
Amit Kumar,267,9,13,8,,HYD,115,9,Defender,Telugu Titans,1.4444444444444444
Ankit ,3227,12,13,31,,GUJ,116,9,Defender,Gujarat Giants,1.0833333333333333
Sachin Narwal,3154,13,12,3,,JAI,117,0,All Rounder,Jaipur Pink Panthers,0.9230769230769231
Pavan TR,3021,17,12,3,,JAI,118,9,Defender,Jaipur Pink Panthers,0.7058823529411765
Ankit Beniwal,2322,8,12,8,,HYD,119,8,Raider,Telugu Titans,1.5
Obiero Victor,2257,5,12,29,,CHE,120,0,All Rounder,Tamil Thalaivas,2.4
Neeraj Narwal,3038,4,12,2,,DEL,121,8,Raider,Dabang Delhi K.C.,3
Ankit ,3099,12,11,1,,BLR,122,9,Defender,Bengaluru Bulls,0.9166666666666666
Kuldeep Singh (732),732,12,11,28,,HAR,123,0,All Rounder,Haryana Steelers,0.9166666666666666
Vinod Kumar,764,10,10,31,,GUJ,124,8,Raider,Gujarat Giants,1
Sombir ,3000,12,10,2,,DEL,125,9,Defender,Dabang Delhi K.C.,0.8333333333333334
Ankush ,3027,5,10,30,,U.P.,126,8,Raider,U.P. Yoddha,2
DARSHAN ,324,8,10,7,,PUN,127,8,Raider,Puneri Paltan,1.25
Mohsen Maghsoudlou,567,13,9,30,,U.P.,128,0,All Rounder,U.P. Yoddha,0.6923076923076923
Young Chang Ko,519,14,9,5,,MUM,129,9,Defender,U Mumba,0.6428571428571429
Sachin Kumar,218,15,9,30,,U.P.,130,9,Defender,U.P. Yoddha,0.6
Palle Mallikarjun,3062,5,9,8,,HYD,131,8,Raider,Telugu Titans,1.8
Armaan ,2298,6,9,8,,HYD,132,0,,Telugu Titans,1.5
Sunil Siddhgavali,613,14,9,3,,JAI,133,9,defender,Jaipur Pink Panthers,0.6428571428571429
Chand Singh,3221,12,9,28,,HAR,134,9,Defender,Haryana Steelers,0.75
Saeid Ghaffari,3178,9,8,2,,DEL,135,9,Defender,Dabang Delhi K.C.,0.8888888888888888
Aakash Arsul,3237,6,8,8,,HYD,136,9,Defender,Telugu Titans,1.3333333333333333
Viraj Vishnu Landge,784,9,8,4,,KOL,137,9,Defender,Bengal Warriors,0.8888888888888888
Akash Choudhary,3004,5,8,8,,HYD,138,9,Defender,Telugu Titans,1.6
Ravindra Kumavat,3094,4,8,4,,KOL,139,8,raider,Bengal Warriors,2
Aman Kadian,3098,4,7,2,,DEL,140,0,,Dabang Delhi K.C.,1.75
Mayur Shivtarkar,3045,11,7,4,,KOL,141,0,All Rounder,Bengal Warriors,0.6363636363636364
Sanket Sawant,3234,5,7,7,,PUN,142,9,Defender,Puneri Paltan,1.4
Mohammad Taghi Paein Mahali ,3177,4,7,4,,KOL,143,8,raider,Bengal Warriors,1.75
Himanshu ,3161,5,6,29,,CHE,144,9,Defender,Tamil Thalaivas,1.2
Adarsh T,3095,12,6,4,,KOL,145,0,Defender - Left Corner,Bengal Warriors,0.5
Lalit Chaudhary,2306,6,6,31,,GUJ,146,0,,Gujarat Giants,1
Azad Singh,2316,4,6,30,,U.P.,147,0,,U.P. Yoddha,1.5
Anand ,2325,5,6,29,,CHE,148,0,,Tamil Thalaivas,1.2
Ashish Kumar,202,7,6,1,,BLR,149,0,All Rounder,Bengaluru Bulls,0.8571428571428571
Jawahar Dagar,390,7,5,6,,PAT,150,0,,Patna Pirates,0.7142857142857143
Abolfazel Maghsodlo,300,6,5,31,,GUJ,151,8,Raider,Gujarat Giants,0.8333333333333334
Vijay Kumar,768,10,5,1,,BLR,152,9,Defender,Bengaluru Bulls,0.5
Ashish ,3028,7,5,6,,PAT,153,8,Raider,Patna Pirates,0.7142857142857143
Guman Singh,3032,3,5,3,,JAI,154,8,Raider,Jaipur Pink Panthers,1.6666666666666667
Purna Singh,3075,8,5,6,,PAT,155,0,,Patna Pirates,0.625
Amit Kumar pat,3146,3,5,6,,PAT,156,0,All Rounder,Patna Pirates,1.6666666666666667
Harmanjit Singh,3225,4,5,31,,GUJ,157,8,Raider,Gujarat Giants,1.25
Avinash ,3135,1,4,4,,KOL,158,0,All Rounder,Bengal Warriors,4
Elavarasan ,3230,3,4,3,,JAI,159,9,Defender,Jaipur Pink Panthers,1.3333333333333333
Ajay ,3096,11,4,1,,BLR,160,0,,Bengaluru Bulls,0.36363636363636365
Parveen ,3100,8,4,28,,HAR,161,0,Defender - Left Cover,Haryana Steelers,0.5
Ponparthiban Subramanian,3101,9,4,29,,CHE,162,0,,Tamil Thalaivas,0.4444444444444444
Gurdeep ,2041,5,4,30,,U.P.,163,0,All Rounder,U.P. Yoddha,0.8
GURVINDER SINGH,46,2,4,31,,GUJ,164,0,All Rounder,Gujarat Giants,2
Lokesh Kaushik,599,2,3,3,,JAI,165,0,,Jaipur Pink Panthers,1.5
Amit ,3001,7,3,31,,GUJ,166,9,Defender,Gujarat Giants,0.42857142857142855
Vikas Chhillar,3229,2,3,28,,HAR,167,8,Raider,Haryana Steelers,1.5
Ravinder ,3208,5,3,6,,PAT,168,0,All Rounder,Patna Pirates,0.6
Balram ,3222,3,2,2,,DEL,169,0,All Rounder,Dabang Delhi K.C.,0.6666666666666666
Sumit ,3224,3,2,2,,DEL,170,9,Defender,Dabang Delhi K.C.,0.6666666666666666
Manish ,3167,2,2,8,,HYD,171,9,Defender,Telugu Titans,1
Navneet ,3238,1,2,5,,MUM,172,8,Raider,U Mumba,2
Arun Kumar,2318,3,2,28,,HAR,173,0,,Haryana Steelers,0.6666666666666666
Mohit Balyan,2320,2,2,5,,MUM,174,0,,U Mumba,1
Kamal Singh ,2307,3,2,8,,HYD,175,0,,Telugu Titans,0.6666666666666666
Yashwant Bishnoi,2282,3,2,29,,CHE,176,0,,Tamil Thalaivas,0.6666666666666666
Sandeep ,3102,1,2,7,,PUN,177,0,,Puneri Paltan,2
Hemant Chauhan,3073,4,2,29,,CHE,178,0,,Tamil Thalaivas,0.5
Rajaguru Subramanian,84,5,2,5,,MUM,179,9,Defender,U Mumba,0.4
Vijin Thangadurai,185,3,1,4,,KOL,180,9,Defender,Bengal Warriors,0.3333333333333333
Phonchoo Tin,335,3,1,28,,HAR,181,0,All Rounder,Haryana Steelers,0.3333333333333333
Sandeep ,299,2,1,1,,BLR,182,9,Defender,Bengaluru Bulls,0.5
Anil ,2345,1,1,5,,MUM,183,0,,U Mumba,1
Satywan ,3169,2,1,2,,DEL,184,9,Defender,Dabang Delhi K.C.,0.5
Aman ,3158,2,1,1,,BLR,185,9,Defender,Bengaluru Bulls,0.5
Naveen Narwal,3220,3,1,4,,KOL,186,9,Defender,Bengal Warriors,0.3333333333333333
